word,chapter,volume,type
止める,18,2,vocab
自分,18,2,vocab
行く,18,2,vocab
行動,18,2,vocab
見る,18,2,vocab
閉める,18,2,vocab
開ける,18,2,vocab
円,19,2,kanji
本,19,2,kanji
正,19,2,kanji
石,19,2,kanji
雲,19,2,kanji
事,19,2,vocab
元,19,2,vocab
円形,19,2,vocab
山本,19,2,vocab
星雲,19,2,vocab
本土,19,2,vocab
松本,19,2,vocab
正しい,19,2,vocab
正月,19,2,vocab
正直,19,2,vocab
石,19,2,vocab
石山,19,2,vocab
石川,19,2,vocab
石本,19,2,vocab
石炭,19,2,vocab
石田,19,2,vocab
磁石,19,2,vocab
訂正,19,2,vocab
足下,19,2,vocab
足元,19,2,vocab
何,20,2,kanji
冬,20,2,kanji
夏,20,2,kanji
家,20,2,kanji
王,20,2,kanji
音,20,2,kanji
おにぎり,20,2,vocab
お会計,20,2,vocab
お菓子,20,2,vocab
お越しください,20,2,vocab
お釣り,20,2,vocab
お預かりします,20,2,vocab
お願いする,20,2,vocab
ご家族,20,2,vocab
カレーパン,20,2,vocab
カレーライス,20,2,vocab
ガム,20,2,vocab
ツナマヨ,20,2,vocab
レジ,20,2,vocab
以上,20,2,vocab
冬眠,20,2,vocab
冬眠する,20,2,vocab
初夏,20,2,vocab
家族,20,2,vocab
梅干し,20,2,vocab
海苔,20,2,vocab
渡す,20,2,vocab
温める,20,2,vocab
漫画,20,2,vocab
熊,20,2,vocab
牛肉,20,2,vocab
王,20,2,vocab
王国,20,2,vocab
王子,20,2,vocab
発音,20,2,vocab
紅茶,20,2,vocab
缶コーヒー,20,2,vocab
菓子パン,20,2,vocab
越す,20,2,vocab
雑誌,20,2,vocab
音,20,2,vocab
預かる,20,2,vocab
鮭,20,2,vocab
～家,20,2,vocab
会,21,2,kanji
外,21,2,kanji
学,21,2,kanji
海,21,2,kanji
門,21,2,kanji
さっき,21,2,vocab
まだ,21,2,vocab
もう,21,2,vocab
三水,21,2,vocab
会う,21,2,vocab
会話,21,2,vocab
会話する,21,2,vocab
会議,21,2,vocab
外国,21,2,vocab
外科,21,2,vocab
学ぶ,21,2,vocab
学生,21,2,vocab
海,21,2,vocab
海上,21,2,vocab
海水,21,2,vocab
門,21,2,vocab
牛,22,2,kanji
犬,22,2,kanji
馬,22,2,kanji
魚,22,2,kanji
鳥,22,2,kanji
トロイの木馬,22,2,vocab
子犬,22,2,vocab
忘れる,22,2,vocab
木馬,22,2,vocab
柴犬,22,2,vocab
水牛,22,2,vocab
牛,22,2,vocab
番犬,22,2,vocab
覚える,22,2,vocab
馬力,22,2,vocab
～かどうか,22,2,vocab
京,23,2,kanji
休,23,2,kanji
気,23,2,kanji
玉,23,2,kanji
空,23,2,kanji
いか,23,2,vocab
うどん,23,2,vocab
おかず,23,2,vocab
お腹,23,2,vocab
ぐんかん,23,2,vocab
そば,23,2,vocab
たこ,23,2,vocab
イタリア料理,23,2,vocab
インド料理,23,2,vocab
カツ丼,23,2,vocab
タイ料理,23,2,vocab
中華料理,23,2,vocab
丼,23,2,vocab
乾く,23,2,vocab
京都,23,2,vocab
休み,23,2,vocab
休む,23,2,vocab
体,23,2,vocab
味噌,23,2,vocab
味噌ラーメン,23,2,vocab
味噌汁,23,2,vocab
唐辛子,23,2,vocab
喉,23,2,vocab
巻き寿司,23,2,vocab
握り寿司,23,2,vocab
春巻き,23,2,vocab
気をつける,23,2,vocab
気分,23,2,vocab
水玉,23,2,vocab
焼きそば,23,2,vocab
牛丼,23,2,vocab
玉,23,2,vocab
目玉,23,2,vocab
空く,23,2,vocab
空っぽ,23,2,vocab
空気,23,2,vocab
親子丼,23,2,vocab
豚骨ラーメン,23,2,vocab
醤油ラーメン,23,2,vocab
電気,23,2,vocab
食事する,23,2,vocab
餃子,23,2,vocab
鮪,23,2,vocab
鯖,23,2,vocab
～にくい,23,2,vocab
～やすい,23,2,vocab
思,25,2,kanji
考,25,2,kanji
言,25,2,kanji
話,25,2,kanji
不思議,25,2,vocab
全く,25,2,vocab
思う,25,2,vocab
思考,25,2,vocab
思考力,25,2,vocab
無言,25,2,vocab
考え,25,2,vocab
考える,25,2,vocab
言う,25,2,vocab
言語,25,2,vocab
言語道断,25,2,vocab
話,25,2,vocab
話す,25,2,vocab
馬鹿,25,2,vocab
馬鹿馬鹿しい,25,2,vocab
元,26,2,kanji
光,26,2,kanji
古,26,2,kanji
工,26,2,kanji
戸,26,2,kanji
って,26,2,vocab
と,26,2,vocab
中古,26,2,vocab
元日,26,2,vocab
光,26,2,vocab
光る,26,2,vocab
光年,26,2,vocab
古い,26,2,vocab
叫ぶ,26,2,vocab
工事,26,2,vocab
工事中,26,2,vocab
工学,26,2,vocab
戸口,26,2,vocab
戸籍,26,2,vocab
教える,26,2,vocab
答える,26,2,vocab
考古学,26,2,vocab
今,27,2,kanji
国,27,2,kanji
校,27,2,kanji
高,27,2,kanji
黒,27,2,kanji
つもり,27,2,vocab
予定,27,2,vocab
今週末,27,2,vocab
全然,27,2,vocab
別に,27,2,vocab
国,27,2,vocab
特に,27,2,vocab
特別,27,2,vocab
週末,27,2,vocab
高校生,27,2,vocab
黒人,27,2,vocab
作,28,2,kanji
字,28,2,kanji
時,28,2,kanji
糸,28,2,kanji
紙,28,2,kanji
お待たせ,28,2,vocab
お待たせいたしました,28,2,vocab
お待たせしました,28,2,vocab
お決まりですか,28,2,vocab
お飲物,28,2,vocab
ごゆっくり,28,2,vocab
ご注文,28,2,vocab
ご馳走様でした,28,2,vocab
そろそろ,28,2,vocab
ところで,28,2,vocab
ゆっくり,28,2,vocab
ウエーター,28,2,vocab
ウエートレス,28,2,vocab
カード,28,2,vocab
クレジットカード,28,2,vocab
セット,28,2,vocab
ファミレス,28,2,vocab
メニュー,28,2,vocab
何名様,28,2,vocab
作家,28,2,vocab
字,28,2,vocab
払う,28,2,vocab
数字,28,2,vocab
時,28,2,vocab
時間,28,2,vocab
最高,28,2,vocab
毛糸,28,2,vocab
決まる,28,2,vocab
決める,28,2,vocab
漢字,28,2,vocab
現金,28,2,vocab
糸,28,2,vocab
繰り返す,28,2,vocab
致す,28,2,vocab
表紙,28,2,vocab
頂きます,28,2,vocab
の,29,2,vocab
物,29,2,vocab
少,30,2,kanji
春,30,2,kanji
書,30,2,kanji
秋,30,2,kanji
車,30,2,kanji
少し,30,2,vocab
少ない,30,2,vocab
少女,30,2,vocab
少年,30,2,vocab
文書,30,2,vocab
書く,30,2,vocab
秋分,30,2,vocab
自動車,30,2,vocab
辞書,30,2,vocab
青春,30,2,vocab
青春期,30,2,vocab
切,31,2,kanji
声,31,2,kanji
心,31,2,kanji
色,31,2,kanji
雪,31,2,kanji
ガソリン,31,2,vocab
一色,31,2,vocab
切る,31,2,vocab
声,31,2,vocab
声明,31,2,vocab
声明する,31,2,vocab
大雪,31,2,vocab
小心,31,2,vocab
心,31,2,vocab
心配,31,2,vocab
心配する,31,2,vocab
必要,31,2,vocab
景色,31,2,vocab
色々,31,2,vocab
要る,31,2,vocab
親切,31,2,vocab
北,32,2,kanji
千,32,2,kanji
南,32,2,kanji
東,32,2,kanji
西,32,2,kanji
なの,32,2,vocab
なん,32,2,vocab
の,32,2,vocab
ん,32,2,vocab
アジア,32,2,vocab
ニューヨーク,32,2,vocab
中東,32,2,vocab
北海道,32,2,vocab
千鳥,32,2,vocab
南米,32,2,vocab
東京,32,2,vocab
東北,32,2,vocab
東南,32,2,vocab
東海岸,32,2,vocab
西北,32,2,vocab
西南,32,2,vocab
西洋,32,2,vocab
西海岸,32,2,vocab
前,33,2,kanji
夕,33,2,kanji
早,33,2,kanji
草,33,2,kanji
走,33,2,kanji
しろ,33,2,vocab
スポーツカー,33,2,vocab
フリージャズ,33,2,vocab
六本木,33,2,vocab
六本木ヒルズ,33,2,vocab
前日,33,2,vocab
夕方,33,2,vocab
夕日,33,2,vocab
太郎,33,2,vocab
早い,33,2,vocab
早春,33,2,vocab
橋本,33,2,vocab
競走,33,2,vocab
草原,33,2,vocab
走る,33,2,vocab
地,34,2,kanji
多,34,2,kanji
池,34,2,kanji
知,34,2,kanji
竹,34,2,kanji
あまり,34,2,vocab
あら,34,2,vocab
あらま,34,2,vocab
あんまり,34,2,vocab
いつでも,34,2,vocab
いや,34,2,vocab
かい,34,2,vocab
そしたら,34,2,vocab
だろ,34,2,vocab
でしょ,34,2,vocab
とか,34,2,vocab
なるほど,34,2,vocab
へえ,34,2,vocab
ほら,34,2,vocab
やあ,34,2,vocab
やっぱり,34,2,vocab
やはり,34,2,vocab
やる,34,2,vocab
よう,34,2,vocab
カラオケボックス,34,2,vocab
ビートルズ,34,2,vocab
マドンナ,34,2,vocab
メール,34,2,vocab
リモコン,34,2,vocab
切れる,34,2,vocab
初めて,34,2,vocab
呼ぶ,34,2,vocab
多い,34,2,vocab
多少,34,2,vocab
実は,34,2,vocab
小さな,34,2,vocab
曲,34,2,vocab
歌,34,2,vocab
歌う,34,2,vocab
気に入る,34,2,vocab
池,34,2,vocab
爆竹,34,2,vocab
知る,34,2,vocab
知人,34,2,vocab
竹,34,2,vocab
近いうちに,34,2,vocab
選ぶ,34,2,vocab
電池,34,2,vocab
ＣＤ,34,2,vocab
～通り,34,2,vocab
年,35,2,kanji
村,35,2,kanji
町,35,2,kanji
虫,35,2,kanji
長,35,2,kanji
あっち,35,2,vocab
こっち,35,2,vocab
そっち,35,2,vocab
どっち,35,2,vocab
より,35,2,vocab
中村,35,2,vocab
年,35,2,vocab
方,35,2,vocab
昆虫,35,2,vocab
木村,35,2,vocab
村,35,2,vocab
校長先生,35,2,vocab
町内,35,2,vocab
町長,35,2,vocab
虫,35,2,vocab
虫歯,35,2,vocab
西村,35,2,vocab
農村,35,2,vocab
天,36,2,kanji
朝,36,2,kanji
読,36,2,kanji
道,36,2,kanji
一晩中,36,2,vocab
天,36,2,vocab
天の川,36,2,vocab
天才,36,2,vocab
天気,36,2,vocab
早朝,36,2,vocab
朝一,36,2,vocab
水道,36,2,vocab
読む,36,2,vocab
読書,36,2,vocab
読者,36,2,vocab
～ヶ月,36,2,vocab
～内,36,2,vocab
～週,36,2,vocab
～間,36,2,vocab
半,37,2,kanji
母,37,2,kanji
父,37,2,kanji
百,37,2,kanji
風,37,2,kanji
かぼちゃ,37,2,vocab
さつま芋,37,2,vocab
じゃがいも,37,2,vocab
ほうれん草,37,2,vocab
カップラーメン,37,2,vocab
キュウリ,37,2,vocab
クロワッサン,37,2,vocab
コーナー,37,2,vocab
ハム,37,2,vocab
ハヤシライス,37,2,vocab
ピザ,37,2,vocab
ピーマン,37,2,vocab
ヨーグルト,37,2,vocab
ラム,37,2,vocab
ルー,37,2,vocab
一時半,37,2,vocab
列,37,2,vocab
半ば,37,2,vocab
半分,37,2,vocab
厚い,37,2,vocab
厚切り,37,2,vocab
向こう,37,2,vocab
売る,37,2,vocab
奥,37,2,vocab
手前,37,2,vocab
探す,37,2,vocab
棚,37,2,vocab
横,37,2,vocab
母国,37,2,vocab
母国語,37,2,vocab
海老,37,2,vocab
瓶,37,2,vocab
端っこ,37,2,vocab
箱,37,2,vocab
缶,37,2,vocab
缶詰,37,2,vocab
羊,37,2,vocab
羊肉,37,2,vocab
肉,37,2,vocab
茄子,37,2,vocab
薄い,37,2,vocab
薄切り,37,2,vocab
豚,37,2,vocab
豚肉,37,2,vocab
隣,37,2,vocab
風,37,2,vocab
風車,37,2,vocab
食パン,37,2,vocab
鶏肉,37,2,vocab
名,38,2,kanji
帰,38,2,kanji
文,38,2,kanji
方,38,2,kanji
止,38,2,kanji
くれる,38,2,vocab
やる,38,2,vocab
上げる,38,2,vocab
下さる,38,2,vocab
中止,38,2,vocab
中止する,38,2,vocab
名,38,2,vocab
名人,38,2,vocab
名前,38,2,vocab
大統領,38,2,vocab
差し上げる,38,2,vocab
帰り道,38,2,vocab
帰国,38,2,vocab
帰国する,38,2,vocab
息子,38,2,vocab
文,38,2,vocab
文化,38,2,vocab
文子,38,2,vocab
文学,38,2,vocab
文明,38,2,vocab
方,38,2,vocab
方言,38,2,vocab
有名,38,2,vocab
貰う,38,2,vocab
頂く,38,2,vocab
友,39,2,kanji
夜,39,2,kanji
毛,39,2,kanji
用,39,2,kanji
間,39,2,kanji
いつか,39,2,vocab
どうにか,39,2,vocab
どこか,39,2,vocab
どこにも,39,2,vocab
どこも,39,2,vocab
どれも,39,2,vocab
なぜか,39,2,vocab
わに,39,2,vocab
今夜,39,2,vocab
何も,39,2,vocab
友人,39,2,vocab
夜中,39,2,vocab
毛布,39,2,vocab
毛虫,39,2,vocab
用いる,39,2,vocab
用心,39,2,vocab
用心する,39,2,vocab
用紙,39,2,vocab
誰か,39,2,vocab
誰とも,39,2,vocab
誰にも,39,2,vocab
誰も,39,2,vocab
間,39,2,vocab
～でも,39,2,vocab
～用,39,2,vocab
安,40,2,kanji
悪,40,2,kanji
来,40,2,kanji
林,40,2,kanji
立,40,2,kanji
くれ,40,2,vocab
ため,40,2,vocab
国立,40,2,vocab
安全,40,2,vocab
安心,40,2,vocab
安心する,40,2,vocab
小林,40,2,vocab
悪運,40,2,vocab
来る,40,2,vocab
林,40,2,vocab
林,40,2,vocab
林学,40,2,vocab
林田,40,2,vocab
私立,40,2,vocab
立つ,40,2,vocab
良,41,2,kanji
近,41,2,kanji
遠,41,2,kanji
食,41,2,kanji
駅,41,2,kanji
かしら,41,2,vocab
わ,41,2,vocab
最近,41,2,vocab
永遠,41,2,vocab
良心,41,2,vocab
近道,41,2,vocab
遠い,41,2,vocab
食べる,41,2,vocab
お参り,42,2,vocab
お土産,42,2,vocab
お寺,42,2,vocab
くむ,42,2,vocab
ころ,42,2,vocab
すべて,42,2,vocab
ほ,42,2,vocab
まず,42,2,vocab
まっすぐ,42,2,vocab
まま,42,2,vocab
もう,42,2,vocab
ゆすぐ,42,2,vocab
カメラ,42,2,vocab
亀,42,2,vocab
仏教,42,2,vocab
動物,42,2,vocab
可愛い,42,2,vocab
坂,42,2,vocab
堂,42,2,vocab
場所,42,2,vocab
感動,42,2,vocab
感動する,42,2,vocab
成田山,42,2,vocab
曲がる,42,2,vocab
清める,42,2,vocab
準備,42,2,vocab
準備する,42,2,vocab
着く,42,2,vocab
神社,42,2,vocab
神道,42,2,vocab
習慣,42,2,vocab
脱ぐ,42,2,vocab
色んな,42,2,vocab
角,42,2,vocab
設立,42,2,vocab
設立する,42,2,vocab
鯉,42,2,vocab
鳥居,42,2,vocab
ＪＲ,42,2,vocab
～くらい,42,2,vocab
～ぐらい,42,2,vocab
ある,,2,vocab
いる,,2,vocab
お兄さん,,2,vocab
お姉さん,,2,vocab
かむ,,2,vocab
が,,2,vocab
が,,2,vocab
けど,,2,vocab
けれど,,2,vocab
けれども,,2,vocab
しかし,,2,vocab
する,,2,vocab
で,,2,vocab
でも,,2,vocab
の,,2,vocab
は,,2,vocab
はめる,,2,vocab
や,,2,vocab
ズボン,,2,vocab
ハイキングする,,2,vocab
ハンバーグ,,2,vocab
バス停,,2,vocab
一杯,,2,vocab
三,,2,vocab
上る,,2,vocab
二,,2,vocab
五,,2,vocab
住む,,2,vocab
働く,,2,vocab
冷凍する,,2,vocab
努力する,,2,vocab
勉強する,,2,vocab
受ける,,2,vocab
履く,,2,vocab
座る,,2,vocab
引く,,2,vocab
待つ,,2,vocab
掃除する,,2,vocab
握手する,,2,vocab
料理する,,2,vocab
日本語,,2,vocab
晴れる,,2,vocab
暖かい,,2,vocab
曇る,,2,vocab
歩く,,2,vocab
死ぬ,,2,vocab
泳ぐ,,2,vocab
温かい,,2,vocab
無い,,2,vocab
発明する,,2,vocab
着る,,2,vocab
練習する,,2,vocab
置く,,2,vocab
聞く,,2,vocab
英語,,2,vocab
被る,,2,vocab
襲う,,2,vocab
買う,,2,vocab
足指,,2,vocab
運動する,,2,vocab
運転する,,2,vocab
鈴木,,2,vocab
開く,,2,vocab
降る,,2,vocab
電話する,,2,vocab
飛ぶ,,2,vocab
飲む,,2,vocab
～ちゃん,,2,vocab
～人,,2,vocab
～屋,,2,vocab
～屋さん,,2,vocab
～年生,,2,vocab
～度,,2,vocab
～日,,2,vocab
～札,,2,vocab
～生,,2,vocab
～達,,2,vocab
